card,nationality,team,division,salary,position,hand,weight_lb,height_in,name,overall,aOVR,acceleration,agility,balance,endurance,speed,slap_shot_accuracy,slap_shot_power,wrist_shot_accuracy,wrist_shot_power,deking,offensive_awareness,hand_eye,passing,puck_control,body_checking,strength,aggression,durability,fighting_skill,defensive_awareness,shot_blocking,stick_checking,faceoffs,discipline,card_api_id
FACE,Canada,LAK,Pacific,$4.0M,LD,LEFT,221.0,77,JOEL EDMUNDSON,83,82.85,84,83,89,81,84,75,87,76,87,75,80,75,82,80,87,90,86,83,78,85,84,87,55,75,3672
TOTW,Canada,LAK,Pacific,$6.0M,LD,LEFT,221.0,77,JOEL EDMUNDSON,85,85.15,86,85,90,83,86,80,88,80,88,80,81,80,84,81,90,92,88,85,80,86,86,89,57,80,4557
BA,Sweden,MIN,Central,$4.0M,C,LEFT,207.0,75,JOEL ERIKSSON EK,83,83.80,85,83,84,83,86,84,84,83,84,84,84,86,84,84,82,84,82,79,60,84,81,85,89,80,1295
MARQ,Sweden,MIN,Central,$6.0M,C,LEFT,207.0,75,JOEL ERIKSSON EK,85,85.70,86,85,86,85,87,86,86,85,86,86,86,88,86,86,84,86,84,81,62,86,83,87,91,82,3863
BA,USA,CGY,Pacific,$0.9M,LW,LEFT,186.0,72,JOEL FARABEE,79,79.70,84,83,79,77,84,80,82,80,82,80,78,79,78,79,79,79,81,79,67,77,74,79,64,74,1088
FACE,USA,CGY,Pacific,$5.0M,LW,LEFT,186.0,72,JOEL FARABEE,84,84.50,87,88,84,82,87,85,87,85,87,85,83,84,83,84,84,84,86,84,72,82,79,84,69,79,3874
GB,USA,CGY,Pacific,$7.0M,LW,LEFT,186.0,72,JOEL FARABEE,86,86.40,88,90,86,84,88,87,89,87,89,87,85,86,85,86,86,86,88,86,74,84,81,86,71,81,4549
CHEL,USA,USA,,$7.0M,LW,LEFT,186.0,72,JOEL FARABEE,86,86.40,88,90,86,84,88,87,89,87,89,87,85,86,85,86,86,86,88,86,74,84,81,86,71,81,4707
BA,Canada,CGY,Pacific,$0.6M,LD,LEFT,186.0,71,JOEL HANLEY,76,76.25,82,79,79,73,82,69,81,71,81,74,71,69,74,72,78,79,78,79,62,76,79,78,49,78,1099
BA,Sweden,FBK,,$0.7M,C,LEFT,187.0,71,JOEL KELLMAN,77,76.65,83,79,79,81,83,75,82,76,82,75,73,73,74,75,72,81,72,82,62,72,68,78,79,87,3399
FACE,Finland,COL,Central,$2.0M,LW,LEFT,185.0,71,JOEL KIVIRANTA,81,81.30,86,85,81,82,87,79,85,80,85,83,83,82,80,80,76,81,76,83,63,80,73,82,68,80,3680
BA,Sweden,FBK,,$0.7M,RD,RIGHT,170.0,71,JOEL NYSTROM,77,77.00,87,83,75,78,85,74,82,74,81,78,75,73,78,76,67,77,72,82,62,77,72,76,47,77,3400
NG,Sweden,CAR,Metropolitan,$6.0M,RD,RIGHT,178.0,71,JOEL NYSTROM,85,84.60,87,86,83,86,87,85,85,85,85,86,84,82,87,84,84,85,80,90,70,85,82,84,55,85,4250
ALUM,USA,CGY,,$0.9M,C,RIGHT,220.0,76,JOEL OTTO,79,79.10,81,77,82,79,81,76,81,76,81,76,82,75,78,78,79,83,76,74,73,81,79,81,86,74,1778
BA,Sweden,VLH,,$0.8M,RD,RIGHT,187.0,73,JOEL PERSSON,78,78.15,81,77,79,78,82,71,82,77,82,77,77,75,77,77,77,82,77,82,67,79,77,79,57,82,3622
BA,USA,RFD,,$0.8M,RW,RIGHT,207.0,72,JOEY ANDERSON,78,78.20,82,79,81,75,82,73,82,75,82,79,76,78,76,77,78,81,80,80,65,75,74,79,60,77,3090
ALUM,Canada,DET,,$0.5M,RW,RIGHT,220.0,72,JOEY KOCUR,75,75.60,82,77,78,73,81,71,76,71,76,71,74,72,72,74,78,79,77,63,79,76,78,76,65,72,1887
BA,Canada,DIF,,$0.7M,LW,LEFT,185.0,70,JOEY LALEGGIA,77,78.40,83,81,77,81,85,75,82,78,82,82,77,78,78,78,72,77,77,82,62,73,77,75,57,78,3354
ALUM,Sweden,FLA,,$0.5M,LW,LEFT,185.0,73,JOHAN GARPENLOV,75,75.40,81,75,78,72,81,75,79,75,79,73,75,73,74,74,71,77,71,66,71,76,77,72,68,61,1951
BA,Sweden,MIF,,$0.6M,LD,LEFT,194.0,74,JOHAN IVARSSON,76,76.75,79,78,80,74,83,72,76,71,77,78,78,78,79,76,76,79,79,79,71,75,72,75,69,74,3528
BA,Sweden,LHC,,$0.7M,C,LEFT,185.0,70,JOHAN JOHNSSON,77,77.20,85,79,78,77,87,68,81,72,78,76,77,77,76,77,74,81,78,88,68,76,71,76,80,83,3477
BA,Sweden,BIF,,$0.7M,C,LEFT,203.0,72,JOHAN LARSSON,77,77.60,83,80,78,80,85,75,79,76,79,76,77,79,78,76,75,80,78,78,63,72,74,72,81,76,3334
BA,Sweden,MIF,,$0.7M,RW,RIGHT,163.0,69,JOHAN OLOFSSON,77,77.20,83,82,78,77,88,72,80,73,79,73,79,80,80,80,73,78,74,81,69,75,68,72,74,75,3522
BA,Sweden,LHC,,$0.7M,LW,LEFT,205.0,75,JOHAN SODERGRAN,77,76.60,84,80,84,75,84,70,84,69,84,72,69,70,70,70,81,84,80,82,67,71,69,82,64,81,3481
BA,Sweden,BIF,,$0.7M,RD,RIGHT,187.0,72,JOHANNES KINNVALL,77,77.35,84,80,77,77,86,70,82,72,83,78,72,73,75,76,78,80,79,73,78,73,76,76,63,78,3333
BA,USA,BOS,Atlantic,$0.6M,C,LEFT,220.0,75,JOHN BEECHER,76,75.75,80,74,79,80,80,69,80,70,80,74,73,73,73,73,76,81,77,77,74,75,70,78,81,72,1035
FACE,USA,BOS,Atlantic,$2.0M,C,LEFT,220.0,75,JOHN BEECHER,81,81.45,83,80,85,86,83,75,86,76,86,80,79,79,79,79,82,87,83,83,80,81,76,84,87,78,3901
BA,USA,WSH,Metropolitan,$3.0M,RD,RIGHT,220.0,75,JOHN CARLSON,82,82.30,84,81,82,82,84,77,87,78,87,79,83,78,86,84,81,82,79,79,67,83,84,85,49,79,1673
CCAP,USA,WSH,Metropolitan,$9.0M,RD,RIGHT,220.0,75,JOHN CARLSON,88,88.00,87,87,88,88,87,83,93,84,93,85,89,84,92,90,87,88,85,85,73,89,90,91,55,85,4350
ALUM,USA,SJS,,$0.5M,LW,LEFT,181.0,70,JOHN CARTER,75,74.95,80,75,76,72,80,71,77,71,77,72,76,73,75,72,76,79,72,72,72,77,77,71,62,66,2171
BA,USA,PRO,,$0.6M,C,RIGHT,197.0,71,JOHN FARINACCI,76,76.45,82,78,81,75,82,69,83,69,82,74,74,73,71,71,79,81,81,81,71,74,72,78,78,78,3062
BA,USA,SEA,Pacific,$0.5M,C,RIGHT,223.0,75,JOHN HAYDEN,75,74.75,80,76,80,71,80,71,81,71,78,73,68,71,71,71,78,81,81,79,69,68,67,78,75,64,1531
BA,Sweden,SJS,Pacific,$0.5M,RD,RIGHT,185.0,74,JOHN KLINGBERG,75,75.30,79,74,77,76,79,69,80,71,78,74,75,75,76,76,72,77,72,62,57,74,76,76,47,76,1514
COM,Sweden,SJS,Pacific,$6.0M,RD,RIGHT,185.0,74,JOHN KLINGBERG,85,85.95,85,85,88,87,85,85,86,87,87,85,86,86,87,87,83,88,83,73,68,85,87,87,58,87,4310
ALUM,USA,PHI,,$2.0M,LW,LEFT,233.0,75,JOHN LECLAIR,81,81.15,81,79,86,81,82,79,81,81,85,77,84,80,80,79,86,85,81,76,72,81,78,77,54,69,2111
HUTC,USA,PHI,,$8.0M,LW,LEFT,233.0,75,JOHN LECLAIR,87,86.85,84,85,92,87,85,85,87,87,91,83,90,86,86,85,92,91,87,82,78,87,84,83,60,75,4282
HUTC,USA,PHI,,$9.0M,LW,LEFT,233.0,75,JOHN LECLAIR,88,88.75,85,87,94,89,86,87,89,89,93,85,92,88,88,87,94,93,89,84,80,89,86,85,62,77,4283
BA,USA,GR,,$0.6M,LW,LEFT,196.0,71,JOHN LEONARD,76,76.95,83,79,80,74,84,72,82,73,82,79,72,76,75,75,76,81,75,80,65,71,73,77,62,85,2880
SOTM,USA,GR,,$8.0M,LW,LEFT,196.0,71,JOHN LEONARD,87,87.35,88,90,91,85,89,83,93,84,93,90,83,87,86,86,87,92,86,91,76,82,84,88,73,96,4574
ALUM,Canada,NJD,,$3.0M,RW,RIGHT,200.0,72,JOHN MACLEAN,82,81.65,84,82,82,80,83,79,85,81,83,79,81,78,81,80,80,81,76,75,70,85,87,86,77,72,2047
BA,USA,UTA,Central,$0.7M,RD,RIGHT,200.0,73,JOHN MARINO,77,77.35,83,79,77,75,83,72,79,73,79,76,76,71,79,77,76,77,76,77,67,79,80,80,49,82,1609
BEM,USA,UTA,Central,$6.0M,RD,RIGHT,200.0,73,JOHN MARINO,85,84.95,87,87,85,83,87,80,87,81,87,84,84,79,87,85,84,85,84,85,75,87,88,88,57,90,4057
COM,USA,UTA,Central,$7.0M,RD,RIGHT,200.0,73,JOHN MARINO,86,85.85,87,88,86,84,87,81,88,82,88,85,85,80,88,86,85,86,85,86,76,88,89,89,58,91,4540
ALUM,Canada,CHI,,$0.8M,LD,LEFT,183.0,73,JOHN MARKS,78,78.35,81,77,80,78,81,74,78,74,79,76,75,76,77,77,82,83,79,75,69,79,79,82,62,62,1816
ALUM,Canada,DET,,$1.0M,LW,LEFT,205.0,72,JOHN OGRODNICK,80,80.30,82,80,82,82,83,78,82,77,81,78,83,80,81,82,76,82,77,71,68,82,80,78,72,61,1877
BA,USA,ABB,,$0.6M,C,LEFT,204.0,75,JOHN STEVENS,76,76.00,83,77,81,80,83,72,82,73,82,76,68,71,72,71,71,82,76,81,71,69,71,80,79,76,2709
BA,Canada,TOR,Atlantic,$3.0M,C,LEFT,211.0,73,JOHN TAVARES,82,81.90,82,82,83,82,82,83,83,84,83,82,83,84,83,83,78,83,78,79,62,81,77,82,88,79,1576
MILE,Canada,NYI,Metropolitan,$7.0M,C,LEFT,217.0,73,JOHN TAVARES,86,86.60,84,87,88,87,84,88,88,89,88,87,88,89,88,88,83,88,83,84,67,86,82,87,93,84,3879
MILE,Canada,TOR,Atlantic,$7.0M,C,LEFT,217.0,73,JOHN TAVARES,86,86.60,84,87,88,87,84,88,88,89,88,87,88,89,88,88,83,88,83,84,67,86,82,87,93,84,3881
ROOK,Canada,NYI,Metropolitan,$9.0M,C,LEFT,217.0,73,JOHN TAVARES,88,88.00,87,88,89,88,87,89,89,90,90,88,89,90,90,89,85,89,84,85,68,87,83,89,94,85,4367
ALUM,Canada,NYI,,$1.0M,LW,LEFT,200.0,73,JOHN TONELLI,80,80.30,82,81,79,80,84,80,81,80,81,80,84,78,83,85,78,81,75,60,70,81,80,73,75,55,2067
BA,Germany,UTA,Central,$0.9M,RW,LEFT,189.0,72,JOHN-JASON PETERKA,79,80.05,84,81,78,83,84,82,80,81,80,80,81,81,81,81,78,78,78,78,67,78,73,79,60,76,1605
FI,Germany,UTA,Central,$2.0M,RW,LEFT,189.0,72,JOHN-JASON PETERKA,81,81.95,85,83,80,85,85,84,82,83,82,82,83,83,83,83,80,80,80,80,69,80,75,81,62,78,2422
GM,Germany,UTA,Central,$8.0M,RW,LEFT,189.0,72,JOHN-JASON PETERKA,87,87.65,88,89,86,91,88,90,88,89,88,88,89,89,89,89,86,86,86,86,75,86,81,87,68,84,4664
ALUM,USA,COL,,$2.0M,LD,LEFT,185.0,70,JOHN-MICHAEL LILES,81,81.25,84,83,83,81,84,79,84,79,83,78,83,78,82,82,79,85,78,82,72,82,80,78,53,86,1831
BA,Canada,NJD,Metropolitan,$0.5M,RD,RIGHT,223.0,77,JOHNATHAN KOVACEVIC,75,75.40,80,74,80,73,80,66,81,68,79,69,73,67,71,71,80,80,79,77,67,78,80,79,52,67,1383
ALUM,Canada,BOS,,$5.0M,LW,LEFT,215.0,72,JOHNNY BUCYK,84,84.15,84,83,87,81,85,84,86,85,85,82,90,81,85,85,83,87,85,82,72,83,81,81,57,77,1730
BA,Sweden,LIF,,$0.8M,C,LEFT,176.0,73,JON KNUTS,78,77.65,84,80,79,78,84,70,78,72,78,77,73,77,79,79,78,78,80,82,71,81,72,76,79,79,3452
BA,USA,HER,,$0.8M,LD,LEFT,181.0,72,JON MCDONALD,78,78.20,90,85,73,78,89,71,88,70,88,77,70,73,73,73,71,85,73,90,70,79,79,79,55,92,2930
BA,Canada,FLA,Atlantic,$0.5M,LW,LEFT,211.0,75,JONAH GADJOVICH,75,75.35,81,75,82,71,83,69,82,69,81,72,68,71,70,71,82,83,82,79,83,69,72,74,59,69,1268
BEM,Canada,FLA,Atlantic,$3.0M,LW,LEFT,211.0,75,JONAH GADJOVICH,82,81.95,84,82,89,78,86,76,89,76,88,79,75,78,77,78,89,90,89,86,90,76,79,81,66,76,3946
BA,Sweden,LHF,,$0.7M,C,LEFT,190.0,73,JONAS BERGLUND,77,76.55,84,78,79,74,83,71,83,70,83,76,78,73,77,77,70,80,73,83,69,76,71,75,78,88,3495
CAP,Sweden,MIN,Central,$3.0M,LD,LEFT,196.0,74,JONAS BRODIN,82,81.70,86,85,84,81,86,73,83,75,83,81,80,75,81,81,79,83,79,76,62,87,86,86,51,86,1079
BA,Sweden,MIN,Central,$2.0M,LD,LEFT,196.0,74,JONAS BRODIN,81,80.70,85,84,83,80,85,72,82,74,82,80,79,74,80,80,78,82,78,75,62,86,85,85,50,85,1297
ALUM,Sweden,TOR,,$0.5M,RW,RIGHT,218.0,75,JONAS HÖGLUND,75,75.05,79,75,70,71,79,73,77,73,77,73,75,72,75,75,76,76,77,67,62,77,72,79,67,67,2211
BA,Denmark,SA,,$0.8M,RW,LEFT,204.0,74,JONAS RONDBJERG,78,78.35,84,79,82,82,84,74,82,75,82,79,74,78,75,76,77,82,79,80,65,74,70,79,63,80,2910
BA,Switzerland,NJD,Metropolitan,$0.6M,LD,LEFT,218.0,74,JONAS SIEGENTHALER,76,75.90,79,74,80,76,79,65,78,67,78,69,71,71,73,73,79,80,81,76,72,85,80,80,46,61,1385
CMG,Switzerland,NJD,Metropolitan,$1.0M,LD,LEFT,218.0,74,JONAS SIEGENTHALER,80,79.70,81,78,84,80,81,69,82,71,82,73,75,75,77,77,83,84,85,80,76,89,84,84,50,65,2562
BA,Sweden,DET,Atlantic,$0.6M,C,LEFT,197.0,71,JONATAN BERGGREN,76,76.90,81,79,77,79,83,73,78,74,78,77,77,77,77,77,76,77,76,77,62,75,72,75,74,76,1216
BA,Canada,HV7,,$0.8M,C,RIGHT,165.0,71,JONATHAN ANG,78,78.55,83,79,77,79,85,79,79,79,81,79,77,79,81,79,75,77,73,75,67,74,75,81,60,67,3429
BA,Canada,PRO,,$0.7M,LD,LEFT,200.0,72,JONATHAN ASPIROT,77,77.50,86,82,84,78,84,65,83,66,82,79,68,69,72,70,82,82,84,84,67,75,79,80,59,81,3055
BA,Sweden,TIM,,$0.8M,C,LEFT,181.0,71,JONATHAN DAHLEN,78,77.70,87,84,77,76,87,80,84,81,84,82,76,81,80,80,65,79,72,82,57,67,57,75,78,87,3598
BA,Sweden,SKE,,$0.7M,RW,RIGHT,185.0,71,JONATHAN DAVIDSSON,77,77.45,84,82,80,75,86,74,83,74,83,77,74,74,74,74,74,81,79,84,64,73,69,79,69,84,3585
BA,Canada,NYI,Metropolitan,$1.0M,LW,LEFT,198.0,71,JONATHAN DROUIN,80,80.10,88,84,80,82,88,78,81,78,81,83,82,82,82,83,71,80,74,74,52,77,69,79,64,84,1390
GB,Canada,NYI,Metropolitan,$4.0M,LW,LEFT,198.0,71,JONATHAN DROUIN,83,82.90,89,87,83,85,89,81,84,81,84,86,85,85,85,86,74,83,77,77,55,80,72,82,67,87,3787
GM,Canada,NYI,Metropolitan,$7.0M,LW,LEFT,189.0,71,JONATHAN DROUIN,86,86.70,91,91,87,89,91,85,88,85,88,90,89,89,89,90,78,87,81,81,59,84,76,86,71,91,4676
BA,USA,UTI,,$0.6M,LW,LEFT,172.0,72,JONATHAN GRUDEN,76,76.90,88,84,82,75,85,68,84,71,83,84,71,75,72,73,77,77,79,84,79,70,65,75,64,79,3271
BA,Canada,CGY,Pacific,$4.0M,LW,LEFT,200.0,73,JONATHAN HUBERDEAU,83,83.45,86,87,84,84,86,84,86,84,85,87,84,85,86,86,77,84,77,82,57,79,77,81,67,79,1083
GB,Canada,CGY,Pacific,$6.0M,LW,LEFT,200.0,73,JONATHAN HUBERDEAU,85,85.35,87,89,86,86,87,86,88,86,87,89,86,87,88,88,79,86,79,84,59,81,79,83,69,81,4170
GM,Canada,CGY,Pacific,$10.0M,LW,LEFT,200.0,73,JONATHAN HUBERDEAU,89,89.75,90,94,90,90,90,90,92,92,93,93,90,91,95,92,84,90,83,88,63,85,83,88,75,85,4667
BA,Sweden,SKE,,$0.7M,C,LEFT,183.0,72,JONATHAN JOHNSON,77,76.90,84,77,76,73,81,77,81,81,81,78,81,78,79,78,68,78,68,68,62,75,68,76,80,71,3587
BA,Sweden,VAN,Pacific,$0.7M,RW,RIGHT,172.0,71,JONATHAN LEKKERIMAKI,77,77.70,84,82,73,78,84,83,85,83,84,82,81,79,79,77,62,76,72,82,57,73,66,71,62,79,1631
FACE,Sweden,VAN,Pacific,$4.0M,RW,RIGHT,172.0,71,JONATHAN LEKKERIMAKI,83,83.40,87,88,79,84,87,89,91,89,90,88,87,85,85,83,68,82,78,88,63,79,72,77,68,85,3732
NG,Sweden,VAN,Pacific,$5.0M,RW,RIGHT,172.0,71,JONATHAN LEKKERIMAKI,84,84.30,87,89,80,85,87,90,92,90,91,89,88,86,86,84,69,83,79,89,64,80,73,78,69,86,4256
CHEL,Sweden,SWE,,$7.0M,RW,RIGHT,172.0,71,JONATHAN LEKKERIMÄKI,86,86.20,88,91,82,87,88,92,94,92,93,91,90,88,88,86,71,85,81,91,66,82,75,80,71,88,4706
BA,Canada,NSH,Central,$2.0M,RW,RIGHT,185.0,69,JONATHAN MARCHESSAULT,81,81.20,86,83,76,81,85,82,82,82,86,84,84,82,84,84,74,78,74,79,57,79,77,81,59,77,1349
MARQ,Canada,NSH,Central,$3.0M,RW,RIGHT,185.0,69,JONATHAN MARCHESSAULT,82,82.10,86,84,77,82,85,83,83,83,87,85,85,83,85,85,75,79,75,80,58,80,78,82,60,78,3287
BA,Sweden,LHC,,$0.7M,RD,RIGHT,196.0,75,JONATHAN MYRENBERG,77,76.80,87,83,84,74,87,66,88,68,87,73,68,72,72,72,73,83,73,88,70,73,75,78,53,83,3479
BA,Sweden,SKE,,$0.8M,RD,RIGHT,174.0,70,JONATHAN PUDAS,78,78.95,83,79,76,82,84,77,81,78,80,78,81,79,81,80,71,76,71,81,61,79,83,80,71,76,3582
BA,Canada,WPG,Central,$0.8M,C,LEFT,201.0,74,JONATHAN TOEWS,78,78.10,80,77,79,81,80,76,80,77,80,79,77,77,77,77,74,79,74,64,62,80,76,82,89,79,1700
CMG,Canada,WPG,Central,$5.0M,C,LEFT,201.0,74,JONATHAN TOEWS,84,83.80,83,83,85,87,83,82,86,83,86,85,83,83,83,83,80,85,80,70,68,86,82,88,95,85,2516
MARQ,Canada,WPG,Central,$6.0M,C,LEFT,201.0,74,Jonathan Toews,85,85.10,84,84,86,88,84,83,87,84,87,86,84,90,84,84,81,86,81,71,69,87,83,89,95,86,3985
BA,Finland,CGY,,$1.0M,LD,LEFT,190.0,75,JONI JURMO,80,80.30,87,87,83,80,87,74,87,74,87,77,75,76,79,77,78,80,80,90,75,79,80,79,55,87,2765
BA,USA,NYR,Metropolitan,$0.7M,C,RIGHT,211.0,72,JONNY BRODZINSKI,77,77.20,80,77,81,79,81,74,80,75,79,73,75,75,75,75,80,81,80,73,67,73,74,77,75,73,1420
FACE,USA,NYR,Metropolitan,$4.0M,C,RIGHT,211.0,72,JONNY BRODZINSKI,83,83.80,83,84,88,86,84,81,87,82,86,80,82,82,82,82,87,88,87,80,74,80,81,84,82,80,3777
COM,USA,NYR,Metropolitan,$5.0M,C,RIGHT,206.0,72,JONNY BRODZINSKI,84,84.80,84,85,89,87,85,82,88,83,87,81,83,83,83,83,88,89,88,81,75,81,82,85,83,81,4562
BA,Finland,MIF,,$0.7M,RW,RIGHT,163.0,70,JOONA IKONEN,77,77.15,87,85,80,81,87,72,81,75,81,73,77,73,74,74,73,78,73,79,67,75,71,73,72,78,3520
BA,Finland,PIT,Metropolitan,$0.5M,LW,LEFT,216.0,77,JOONA KOPPANEN,75,75.50,79,77,84,71,80,67,83,69,83,76,68,72,70,69,81,84,81,81,62,68,69,79,66,81,1478
BA,Finland,HV7,,$0.7M,LW,LEFT,201.0,75,JOONA LUOTO,77,76.40,85,78,80,78,85,73,80,74,83,73,72,76,73,74,79,83,73,79,73,71,65,73,63,78,3441
BA,Finland,LIF,,$0.9M,LD,LEFT,174.0,72,JOONAS LYYTINEN,79,79.55,88,84,82,77,88,72,85,72,85,74,75,73,75,74,79,82,85,84,72,80,82,79,57,82,3450
BA,Canada,CLE,,$0.6M,RW,RIGHT,169.0,68,JORDAN DUMAIS,76,77.15,86,83,69,76,85,79,84,80,84,84,81,80,81,79,67,69,67,79,54,70,64,75,59,79,2828
BA,Canada,SEA,Pacific,$1.0M,RW,RIGHT,180.0,71,JORDAN EBERLE,80,80.70,85,84,79,81,82,82,83,83,82,85,82,82,82,82,75,79,75,80,57,79,72,80,60,81,1522
MARQ,Canada,SEA,Pacific,$2.0M,RW,RIGHT,180.0,71,JORDAN EBERLE,81,81.60,85,85,80,82,82,83,84,84,83,86,83,83,83,83,76,80,76,81,58,80,73,81,61,82,3311
FACE,USA,BUF,Atlantic,$2.0M,LW,LEFT,231.0,78,JORDAN GREENWAY,81,80.60,80,81,87,78,82,77,85,79,84,79,77,77,77,77,85,87,84,87,77,77,77,82,64,72,3902
GB,USA,BUF,Atlantic,$7.0M,LW,LEFT,231.0,78,JORDAN GREENWAY,86,86.40,85,87,93,84,85,83,91,85,90,85,83,83,83,83,91,93,90,93,83,83,83,88,70,78,4550
BA,USA,BOS,Atlantic,$0.6M,LD,LEFT,187.0,71,JORDAN HARRIS,76,75.70,82,78,76,73,82,71,78,72,78,76,72,70,76,74,76,76,76,77,62,75,77,76,47,75,1037
BA,Canada,STL,Central,$4.0M,RW,RIGHT,196.0,73,JORDAN KYROU,83,83.65,91,88,81,82,88,84,84,84,84,91,89,87,89,88,74,80,74,82,57,80,74,81,67,87,1536
FACE,Canada,STL,Central,$6.0M,RW,RIGHT,196.0,73,JORDAN KYROU,85,85.55,92,90,83,84,89,86,86,86,86,93,91,89,91,90,76,82,76,84,59,82,76,83,69,89,3773
BA,Canada,CAR,Metropolitan,$0.8M,LW,LEFT,208.0,73,JORDAN MARTINOOK,78,78.25,81,78,81,81,81,75,79,75,79,75,76,75,75,75,81,81,81,73,57,79,77,80,63,70,1116
FACE,Canada,CAR,Metropolitan,$3.0M,LW,LEFT,208.0,73,JORDAN MARTINOOK,82,82.05,83,82,85,85,83,79,83,79,83,79,80,79,79,79,85,85,85,77,61,83,81,84,67,74,3849
GM,Canada,CAR,Metropolitan,$7.0M,LW,LEFT,208.0,73,JORDAN MARTINOOK,86,86.85,86,87,90,90,86,84,88,84,88,84,85,84,84,84,90,90,90,82,66,88,86,89,72,79,4674
BA,USA,NSH,Central,$0.5M,LD,LEFT,181.0,72,JORDAN OESTERLE,75,75.10,78,75,79,73,78,69,80,70,79,74,66,69,71,72,79,79,78,79,62,77,78,78,49,79,1362
BA,Canada,OTT,Atlantic,$0.8M,RD,RIGHT,180.0,71,JORDAN SPENCE,78,77.80,82,79,76,76,81,72,79,75,79,81,79,76,81,79,73,77,73,78,57,80,77,81,53,83,1442
FI,Canada,OTT,Atlantic,$2.0M,RD,RIGHT,180.0,71,JORDAN SPENCE,81,80.60,83,82,79,79,82,75,82,78,82,84,82,79,84,82,76,80,76,81,60,83,80,84,56,86,2421
TOTW,Canada,OTT,Atlantic,$4.0M,RD,RIGHT,188.0,71,JORDAN SPENCE,83,83.60,85,84,85,87,84,80,84,80,84,86,83,81,86,84,80,82,80,83,62,86,83,88,58,88,3897
GM,Canada,OTT,Atlantic,$8.0M,RD,RIGHT,188.0,71,JORDAN SPENCE,87,87.30,87,89,86,86,86,82,89,85,89,91,89,86,91,89,83,87,83,88,67,90,87,91,63,93,4600
BA,Canada,CAR,Metropolitan,$0.8M,C,LEFT,220.0,76,JORDAN STAAL,78,77.80,80,76,82,81,80,75,79,75,78,74,75,75,75,75,80,81,77,72,67,79,79,80,88,72,1117
MARQ,Canada,CAR,Metropolitan,$2.0M,C,LEFT,220.0,76,JORDAN STAAL,81,81.60,82,80,86,85,82,79,83,79,82,78,79,79,79,79,84,85,81,76,71,83,83,84,92,76,3417
BA,Canada,BEL,,$0.6M,LD,LEFT,182.0,73,JORIAN DONOVAN,76,76.55,85,81,79,78,85,66,83,67,83,73,69,67,74,72,79,77,79,84,69,76,79,79,49,74,2739
BA,USA,PRO,,$0.6M,LW,LEFT,198.0,73,JOSEPH ABATE,76,76.95,84,80,86,79,84,66,87,67,86,70,66,68,66,66,84,86,90,85,80,66,77,81,65,65,3060
BA,Sweden,MIF,,$0.6M,LD,LEFT,194.0,74,JOSEPH BERGER,76,76.30,87,83,83,78,87,71,81,71,81,65,74,72,73,73,70,79,71,68,72,77,75,75,48,58,3527
BA,USA,ABB,,$0.5M,C,LEFT,213.0,77,JOSEPH LABATE,75,76.25,83,78,83,75,83,69,83,70,82,74,66,70,68,69,82,83,84,80,80,67,76,80,80,61,2710
BA,Canada,MTL,Atlantic,$0.8M,RW,RIGHT,226.0,75,JOSH ANDERSON,78,77.90,86,78,82,81,85,73,82,74,82,77,73,75,74,74,82,83,83,78,72,73,67,74,58,58,1333
MARQ,Canada,MTL,Atlantic,$1.0M,RW,RIGHT,226.0,75,JOSH ANDERSON,80,80.70,87,81,85,84,86,76,85,77,85,80,76,78,77,77,85,86,86,81,75,76,70,77,61,61,3291
BA,Canada,ABB,,$0.7M,LW,LEFT,182.0,74,JOSH BLOOM,77,77.10,83,80,79,78,83,73,83,75,82,74,73,75,74,74,79,76,79,84,73,74,70,78,64,84,2698
BA,Canada,EDM,Pacific,$0.5M,RD,RIGHT,220.0,77,JOSH BROWN,75,74.95,78,75,81,73,78,67,81,67,80,70,67,68,71,69,81,81,81,78,67,73,80,78,48,68,1244
BA,Canada,RBK,,$0.7M,C,LEFT,194.0,74,JOSH DICKINSON,77,77.00,84,80,85,74,85,71,85,72,85,72,67,71,70,71,83,85,83,83,68,67,70,80,78,73,3566
FI,USA,BUF,Atlantic,$0.9M,RW,RIGHT,198.0,74,JOSH DOAN,79,79.80,84,80,81,84,84,76,82,77,82,81,80,80,81,78,78,81,80,81,61,79,69,79,71,76,2419
TOTW,USA,BUF,Atlantic,$4.0M,RW,RIGHT,198.0,74,JOSH DOAN,83,84.15,88,84,85,88,88,80,86,81,86,85,84,84,85,82,82,85,84,85,70,83,80,83,75,80,3895
BA,USA,ROC,,$0.6M,C,LEFT,211.0,76,JOSH DUNNE,76,76.85,83,79,82,75,83,70,83,72,83,76,69,73,73,72,81,82,83,81,80,69,69,80,79,71,3078
ALUM,Canada,BUF,,$0.7M,LD,LEFT,204.0,73,JOSH GORGES,77,77.55,79,77,82,81,80,74,78,73,78,72,76,72,77,75,78,79,79,80,67,80,82,79,48,78,1766
BA,USA,LAV,,$0.6M,RD,RIGHT,200.0,74,JOSH JACOBS,76,76.55,85,81,83,80,84,63,83,67,83,71,65,68,71,71,79,82,81,84,68,71,82,81,59,79,2978
BA,Canada,SEA,Pacific,$0.5M,LD,LEFT,193.0,72,JOSH MAHURA,75,74.85,81,77,77,73,81,67,79,69,79,72,69,70,73,73,77,77,76,75,62,74,77,76,47,77,1533
